Ticket_ID,Date_Key,Agent_ID,Customer_ID,Channel_ID,Department_ID,Issue_Type_ID,Status_ID,Shift_ID,Satisfaction_ID,First_Response_Time,Handle_Time,Resolution_Time,First_Call_Resolution,Escalation_Flag,Transfer_Count,Reopen_Count,SLA_Breached,Agent_Utilization,Occupancy_Rate
4495,3167,1141,6046,3963,3903,4394,10/5/1911,8/22/1904,1016,5,8,70,0,0,1,0,0,83.66,87.94
4508,976,5041,1004,819,2915,3572,12/26/1913,1/31/1909,1014,19,108,255,0,0,1,0,0,94.71,72.69
4518,645,3635,1399,4852,406,2459,8/9/1908,4/14/1916,3513,46,97,196,0,0,1,0,0,92,65.83
4548,3442,3474,145,5747,2780,1735,11/25/1903,11/30/1902,418,13,41,122,0,0,1,0,0,65.89,86.88
4563,73,5617,1946,5031,2936,2521,11/7/1900,8/3/1910,1489,58,97,240,0,0,1,0,0,92.42,88.42
4573,647,1982,3901,5934,5536,4742,4/18/1905,6/13/1900,2759,3,17,101,0,0,1,0,0,87.72,67.79
4577,1599,901,293,5807,3820,3067,3/24/1915,1/20/1910,2113,57,67,150,0,0,1,0,0,88.95,67.8
4651,2328,1305,5180,1775,5327,722,8/18/1900,7/12/1913,2557,32,80,277,0,0,1,0,0,88.71,85.84
4670,4010,5339,1379,2315,5662,3460,1/20/1907,5/18/1907,69,17,57,129,0,0,1,0,0,70.83,68.11
4705,398,3149,7730,5627,2563,215,9/14/1907,12/5/1914,3953,16,85,154,0,0,1,0,0,70.4,78.28
4710,2215,2796,5257,1681,4976,2354,12/21/1909,1/8/1902,4848,5,102,173,0,0,1,0,0,81.95,88.07
4723,2736,4311,3761,54,5457,1201,5/14/1900,8/20/1909,2840,4,61,211,0,0,1,0,0,75.19,94.78
4765,1061,1598,1240,244,3206,4821,1/11/1903,9/13/1911,4218,38,32,220,0,0,1,0,0,74.24,76.44
4770,1120,275,5399,4335,5172,1471,9/12/1902,8/18/1905,5265,11,37,227,0,0,1,0,0,74.5,70.37
4781,2257,3381,5243,1665,3604,4279,10/9/1906,9/29/1912,2597,41,69,261,0,0,1,0,0,76.43,83.72
4810,3474,3731,3665,5752,11,2510,8/1/1911,4/25/1914,2102,42,59,123,0,0,1,0,0,83.59,94.07
4814,1246,5891,8779,4277,1943,1972,6/24/1909,2/26/1904,2989,17,64,149,0,0,1,0,0,64.11,89.19
4818,656,4485,6358,2069,509,4055,12/8/1902,3/19/1901,6332,34,63,187,0,0,1,0,0,68.66,90.28
4822,839,2337,2162,2077,3930,4257,11/6/1902,11/27/1908,4673,53,7,175,0,0,1,0,0,65.36,72.99
4843,2607,5674,3520,4029,1548,2556,6/18/1910,5/22/1909,6127,20,51,173,0,0,1,0,0,91.76,65.48
4856,2288,1844,7577,4706,5704,1318,3/22/1912,8/22/1913,71,38,58,196,0,0,1,0,0,68.95,80.29
4935,2932,1435,6408,5951,5124,473,7/17/1906,5/22/1912,5367,17,32,163,0,0,1,0,0,89.83,91.48
4975,3585,755,1856,4656,868,387,5/12/1911,8/18/1901,2093,54,69,151,0,0,1,0,0,82.11,94.03
5000,1617,2191,3565,1652,4275,726,10/15/1906,1/27/1900,3568,59,103,250,0,0,1,0,0,84.93,63.46
5009,2765,574,5324,4030,1683,3398,4/15/1902,6/24/1914,6317,57,20,106,0,0,1,0,0,60.96,80.28
5066,3603,21,79,3260,5053,3179,3/19/1902,1/26/1902,5304,4,108,250,0,0,1,0,0,84.79,88.57
5089,3685,3150,6884,517,4109,5639,4/30/1905,11/10/1911,4661,19,49,134,0,0,1,0,0,60.77,63.78
5114,2771,5071,7967,404,5136,5389,8/12/1905,11/18/1907,2939,25,88,199,0,0,1,0,0,91.92,94.72
5160,3551,3493,7465,2801,1570,3742,2/20/1902,6/15/1900,5540,49,69,229,0,0,1,0,0,65.15,76.05
5187,4515,3374,4083,3591,2790,313,5/28/1910,1/21/1904,6172,25,90,157,0,0,1,0,0,81.16,94.19
5193,4324,1086,7403,3382,3260,195,5/12/1902,5/11/1913,1299,42,87,226,0,0,1,0,0,84.89,94.51
5231,233,1710,3049,4860,1862,1371,10/4/1910,1/23/1916,6937,50,75,142,0,0,1,0,0,66.16,61.17
5241,1439,3457,4290,1637,646,831,1/15/1916,2/14/1906,1424,42,109,300,0,0,1,0,0,73.91,87.93
5258,3437,927,2443,2727,5446,2358,4/25/1915,6/15/1907,2708,19,103,237,0,0,1,0,0,65.41,73.83
5310,2671,1273,3790,1368,1398,4047,11/15/1915,12/30/1907,3800,15,60,213,0,0,1,0,0,69.85,75.14
5322,2495,1862,1659,834,2302,2413,2/18/1908,11/10/1909,2525,30,59,214,0,0,1,0,0,63.48,78.21
5329,4362,3276,6463,1850,3898,502,8/29/1911,11/11/1904,2171,25,7,183,0,0,1,0,0,69.04,86.22
5344,3761,5255,3278,1733,5976,3681,8/21/1906,6/18/1911,6686,14,10,155,0,0,1,0,0,68.79,63.66
5361,4979,3049,1543,986,3850,4266,10/19/1903,5/1/1912,4688,46,110,205,0,0,1,0,0,70.11,65.16
5367,4416,3158,2998,4452,5117,1944,10/8/1909,10/5/1902,5408,47,98,230,0,0,1,0,0,69.85,64.77
5424,1755,2810,4992,5221,5896,5868,11/9/1904,7/7/1905,4551,57,83,181,0,0,1,0,0,75.93,94.1
5450,3925,4964,6757,3588,1843,4008,9/29/1912,3/8/1911,3860,24,53,202,0,0,1,0,0,83.42,70.83
5477,1521,4692,4995,1577,5687,4114,5/31/1910,5/18/1906,2953,39,68,213,0,0,1,0,0,68.75,60.84
5484,4291,3398,1541,3426,4268,5476,11/22/1914,7/18/1908,157,6,47,119,0,0,1,0,0,91.21,86.93
5500,464,3953,3708,883,3715,245,7/27/1913,12/27/1903,820,47,87,187,0,0,1,0,0,77.76,83.53
5503,3008,4091,6612,3493,1598,4036,10/27/1906,5/22/1908,6072,38,87,182,0,0,1,0,0,64.1,85.77
5508,2279,2763,916,2963,5193,138,4/7/1907,4/6/1916,1747,48,93,161,0,0,1,0,0,92.39,79.51
5574,3315,2929,1826,2914,30,3992,12/31/1915,3/10/1913,2142,55,91,257,0,0,1,0,0,60.11,93.09
5593,4751,5623,12,5288,4161,1075,6/11/1901,5/23/1901,3346,1,29,98,0,0,1,0,0,72.39,73.17
5642,4412,1373,6310,296,3971,5236,9/25/1904,9/4/1910,1112,13,79,152,0,0,1,0,0,73.84,73.28
5652,910,2910,6594,2617,2100,2427,7/26/1912,8/13/1914,2783,36,32,188,0,0,1,0,0,88,70.89
5700,4166,5110,4783,2128,1123,1072,9/21/1910,4/20/1907,1732,29,27,90,0,0,1,0,0,79.84,90.75
5741,2341,1330,1092,473,4342,4346,11/18/1912,3/29/1915,2499,32,52,251,0,0,1,0,0,77.17,88.33
5779,1109,904,8487,5915,2157,4932,6/1/1904,12/23/1906,5327,45,53,206,0,0,1,0,0,86.74,86.69
5793,2395,1720,1124,3599,3812,4819,11/25/1912,7/29/1907,5868,6,29,105,0,0,1,0,0,72.54,64.92
5806,254,1899,7387,2651,2777,3086,10/17/1914,3/22/1905,6750,58,85,241,0,0,1,0,0,74.28,65.39
5853,3435,111,4803,5704,5330,164,7/20/1914,1/24/1904,6838,30,17,128,0,0,1,0,0,70.82,73.91
5854,1266,1466,4342,4194,307,4454,7/9/1903,8/26/1902,4275,47,104,303,0,0,1,0,0,63.63,92.83
5861,4803,3155,3578,2926,4824,1199,12/11/1911,10/7/1914,2198,24,35,133,0,0,1,0,0,90.07,61.95
5890,3978,977,4601,4269,3794,1788,7/10/1911,12/7/1907,548,58,96,271,0,0,1,0,0,81.47,60.98
5895,2491,4247,5393,59,2250,1877,7/12/1906,5/3/1911,2268,10,103,227,0,0,1,0,0,69.56,88.45
5967,4316,280,4329,5426,2327,323,10/1/1904,4/10/1907,2949,26,54,133,0,0,1,0,0,71.56,71.05
5987,4880,269,3308,3756,2314,1246,6/29/1910,1/22/1906,2163,3,96,157,0,0,1,0,0,83.87,75.86
5996,3306,4627,6697,1898,2393,4049,10/25/1908,10/5/1912,3388,40,65,155,0,0,1,0,0,70.67,73.65
6004,1444,817,1078,140,1620,136,3/8/1904,11/21/1908,6859,34,98,291,0,0,1,0,0,91.74,94.21
6012,2837,1433,5064,2684,3390,5044,12/28/1906,4/9/1912,6908,24,14,164,0,0,1,0,0,79.73,75.71
6028,2958,5898,292,4441,4955,3308,2/26/1901,6/17/1901,5202,10,62,249,0,0,1,0,0,70.83,60.57
6041,1130,2728,5291,2308,2190,4947,3/4/1906,9/2/1900,3087,14,73,179,0,0,1,0,0,76.48,90.97
6044,4057,4930,1417,5793,2654,4081,3/26/1915,4/17/1901,548,11,76,156,0,0,1,0,0,66.23,80.12
6046,4121,1828,6286,5024,374,2606,11/12/1904,6/20/1902,5282,47,26,103,0,0,1,0,0,85.7,85.36
6060,890,4817,774,733,1759,3610,12/6/1915,3/25/1901,5014,9,50,223,0,0,1,0,0,83.55,73.76
6061,940,5298,5807,89,4470,3193,9/2/1911,5/26/1905,5519,27,52,167,0,0,1,0,0,79.38,94.18
6062,2435,860,7009,3356,3551,3031,3/28/1912,1/4/1909,3202,31,105,256,0,0,1,0,0,74.38,69.13
6093,4668,3692,7907,286,5809,4779,2/7/1908,8/4/1903,3039,7,77,189,0,0,1,0,0,83.83,62.49
6104,4517,5648,4649,4570,2530,3009,11/7/1904,7/5/1902,6672,4,101,296,0,0,1,0,0,87.4,90.21
6106,3859,2270,1251,2268,917,3159,8/22/1911,7/20/1902,2446,1,38,149,0,0,1,0,0,66.46,74.54
6159,653,285,3990,3407,108,5641,7/15/1906,1/19/1903,5046,59,114,240,0,0,1,0,0,67.54,78.44
6166,2638,2952,6268,4671,5845,3043,12/29/1905,4/26/1907,3202,13,78,139,0,0,1,0,0,89.67,93.75
6184,1775,1115,7054,4155,1544,3118,4/3/1911,3/27/1914,4459,28,112,172,0,0,1,0,0,77.73,69.25
6230,316,932,221,5647,1034,3711,6/7/1911,1/18/1916,5125,8,97,212,0,0,1,0,0,73.08,74.82
6232,2732,4596,8060,4329,4121,2123,6/18/1910,2/8/1900,3413,20,100,288,0,0,1,0,0,64.68,91.87
6340,549,2966,3448,402,784,2315,2/16/1908,5/21/1910,2112,42,57,152,0,0,1,0,0,71.46,85.57
6349,3897,4211,1343,5589,4891,1658,7/14/1911,8/3/1904,817,28,47,183,0,0,1,0,0,94.18,64.84
6385,4064,3367,8901,3538,5184,5975,3/21/1905,9/29/1910,3440,31,116,229,0,0,1,0,0,84.75,92.56
6431,4433,406,4721,4349,4523,3541,4/20/1908,1/27/1916,1897,29,88,252,0,0,1,0,0,91.66,88.39
6496,4765,2303,6914,4700,1846,3317,3/10/1914,1/26/1910,5699,30,45,227,0,0,1,0,0,75.44,68.92
6509,4282,5334,620,747,5664,4670,10/25/1906,7/10/1905,528,59,83,164,0,0,1,0,0,74.83,87.56
6528,171,4536,7963,5931,1261,3058,1/17/1900,5/26/1904,4658,20,44,125,0,0,1,0,0,61.65,87.02
6538,3765,1128,409,5912,5641,5033,2/17/1900,12/3/1912,1105,30,55,201,0,0,1,0,0,81.5,78.3
6568,4931,2828,8885,898,4024,4360,1/22/1902,10/5/1902,2586,47,43,231,0,0,1,0,0,82.26,88.84
6573,2858,1377,2310,5351,4875,2330,12/14/1914,12/21/1900,1437,22,73,262,0,0,1,0,0,76.68,90.77
6578,941,1940,2255,3542,268,2976,8/28/1909,12/20/1907,6969,24,82,280,0,0,1,0,0,81.8,81.38
6646,2630,2204,5768,2407,2466,1781,10/16/1910,4/12/1910,5105,37,99,270,0,0,1,0,0,87.81,63.48
6690,1168,4309,7531,2403,5395,2776,7/7/1906,6/28/1903,3349,27,105,292,0,0,1,0,0,79.75,63.98
6696,564,3864,8155,3627,158,34,2/27/1915,3/28/1901,949,42,70,156,0,0,1,0,0,93.94,87.71
6698,2895,4523,6756,4740,1018,2334,7/25/1911,11/26/1912,4331,22,50,162,0,0,1,0,0,63.92,78.62
6703,4107,1980,6280,2143,2734,3294,1/3/1908,12/29/1913,279,8,48,206,0,0,1,0,0,89.75,84.38
6710,3385,4097,6756,5493,1368,4295,7/21/1902,7/12/1908,2342,21,71,141,0,0,1,0,0,70.54,72.33
6759,1556,2412,6643,4347,4187,5675,4/22/1907,1/13/1914,5093,27,45,201,0,0,1,0,0,91.28,79.94
6787,801,4899,20,328,3478,3711,11/14/1906,9/30/1905,2394,28,55,140,0,0,1,0,0,72.45,84.96
6812,4352,5931,1289,502,5764,5404,3/20/1912,2/27/1913,2342,57,119,189,0,0,1,0,0,92.35,87.63
6814,3208,888,3419,4699,3413,4033,10/7/1906,6/30/1911,4940,48,28,151,0,0,1,0,0,84.17,78.04
6852,4085,5041,4713,5048,4160,3357,4/5/1909,10/24/1906,3448,7,17,171,0,0,1,0,0,91.16,75.2
6862,2169,680,4851,4533,3228,3593,4/8/1903,4/27/1913,1667,57,15,164,0,0,1,0,0,91.14,79.47
6891,1989,2274,3346,5792,1057,1336,10/15/1908,5/4/1906,5643,41,54,142,0,0,1,0,0,82.41,73.01
6895,3104,3792,8735,2026,987,4548,7/18/1903,7/22/1909,624,10,52,231,0,0,1,0,0,81.87,63.52
6902,716,716,972,350,523,2998,3/11/1915,12/19/1900,5306,34,21,152,0,0,1,0,0,83.11,63.77
6914,1181,2773,1878,2893,2712,3544,9/3/1914,3/12/1915,4757,8,111,246,0,0,1,0,0,84.89,62.64
6920,2503,2555,7853,3626,2291,3580,2/4/1909,12/4/1907,2306,36,25,91,0,0,1,0,0,70.28,75.14
6971,1000,1401,3527,3689,1572,2319,12/30/1911,7/13/1908,1325,12,74,267,0,0,1,0,0,67.65,75.22
6985,3379,206,1959,4080,2211,1648,10/1/1902,5/30/1910,6073,31,93,207,0,0,1,0,0,90.87,77.18
7069,2524,3175,8130,2862,43,2583,10/27/1900,6/19/1907,3042,9,20,88,0,0,1,0,0,70.47,92.73
7074,3712,1353,777,1451,2145,1099,9/1/1908,12/20/1913,3466,6,53,195,0,0,1,0,0,86.86,68.6
7118,3776,1801,5444,5433,2872,4534,5/22/1916,6/21/1906,6716,14,62,169,0,0,1,0,0,92.68,79.94
7126,2611,4388,6346,1296,4795,1441,6/27/1905,3/30/1913,775,18,109,241,0,0,1,0,0,94.92,76.71
7150,2600,1938,5824,1722,5547,2476,6/22/1909,8/9/1908,3019,56,57,251,0,0,1,0,0,81.27,63.11
7189,217,5687,6560,948,849,4297,8/26/1912,12/4/1913,4907,41,87,212,0,0,1,0,0,71.46,63.44
7257,2930,1534,5525,3325,4752,1326,2/6/1905,12/27/1914,362,11,25,89,0,0,1,0,0,91.42,94.96
7291,561,5142,6102,889,67,1075,7/24/1906,5/22/1912,4541,59,15,87,0,0,1,0,0,73.49,72.19
7327,2591,4479,7782,3566,564,1148,5/5/1909,9/8/1900,3297,12,45,201,0,0,1,0,0,81.09,76.21
7330,2955,882,5616,5066,2631,351,8/14/1909,5/5/1907,3404,19,63,184,0,0,1,0,0,93.39,73.31
7333,1626,367,3807,2267,47,4455,3/3/1911,6/27/1903,156,7,109,263,0,0,1,0,0,71.79,60.93
7344,1053,385,574,4421,4164,2098,4/26/1915,12/19/1904,813,34,76,206,0,0,1,0,0,69.54,60.15
7355,3677,5941,7320,3522,2178,5592,11/20/1914,5/30/1911,1863,58,116,214,0,0,1,0,0,91.87,77.07
7404,1147,2274,8303,149,451,4638,7/11/1905,1/31/1913,6451,12,85,151,0,0,1,0,0,63.39,94.09
7451,3659,96,3633,5042,2119,1374,10/7/1914,2/5/1905,1115,37,46,228,0,0,1,0,0,89.99,84.42
7472,2828,5675,8797,5420,2030,4523,5/4/1905,7/21/1914,1602,1,105,234,0,0,1,0,0,60.96,74.13
7479,4730,5670,5669,488,725,4060,1/3/1915,9/15/1901,5052,53,80,279,0,0,1,0,0,64.28,73.7
7514,2903,2694,85,1491,3826,5087,6/17/1901,5/26/1906,17,48,53,162,0,0,1,0,0,71.88,67.47
7517,2915,3794,6882,5702,3754,3470,11/27/1905,10/12/1913,2611,25,47,192,0,0,1,0,0,86.28,80.67
7531,1186,9,5334,646,2453,3869,9/1/1902,3/28/1901,2090,31,24,198,0,0,1,0,0,64.57,89.73
7532,3165,2152,5691,1894,2135,949,12/1/1902,7/20/1913,1325,29,80,157,0,0,1,0,0,86.83,93.22
7588,4396,4429,1647,5911,4376,3254,8/8/1902,5/22/1908,5098,20,111,295,0,0,1,0,0,68.29,85.39
7590,764,2150,6650,4374,984,735,8/7/1913,1/17/1903,2870,59,20,145,0,0,1,0,0,85.93,90.1
7595,2403,274,3937,5871,5003,2033,4/28/1902,10/14/1910,5918,27,28,109,0,0,1,0,0,84.79,84.72
7621,3333,5705,7084,5576,5042,2689,10/8/1904,4/2/1910,96,43,109,182,0,0,1,0,0,67.95,65.37
7630,3790,3131,3020,4210,2208,1380,1/5/1902,1/22/1903,281,42,44,139,0,0,1,0,0,79.56,75.11
7634,262,3330,1645,694,3848,4654,9/19/1913,11/4/1902,983,38,79,159,0,0,1,0,0,69.93,88.29
7722,3595,1373,8150,3807,1987,5056,7/12/1915,7/19/1904,2748,26,28,221,0,0,1,0,0,61.69,77.25
7751,2119,5152,3364,4746,5127,3383,3/20/1911,12/30/1901,2205,38,74,223,0,0,1,0,0,82.35,72.12
7764,104,4628,2769,2146,682,694,11/15/1907,1/17/1908,5818,44,40,173,0,0,1,0,0,61.86,60.4
7789,745,1190,1954,3795,108,4812,6/11/1915,5/16/1903,5517,57,104,178,0,0,1,0,0,90.02,64.78
7798,4462,2304,2578,1761,4765,565,1/21/1916,8/28/1901,407,52,18,175,0,0,1,0,0,76.57,73.96
7801,1415,3473,7294,3343,5468,4083,12/1/1911,7/4/1912,419,20,111,309,0,0,1,0,0,92.9,69.63
7802,1206,5916,5669,1883,1815,3347,4/12/1914,12/9/1906,6736,17,14,128,0,0,1,0,0,79.4,77.92
7824,3662,1737,8099,4397,566,4480,3/26/1911,8/1/1902,4938,28,37,140,0,0,1,0,0,62.58,69.73
7883,1374,4192,3988,5230,3722,2648,7/11/1901,5/18/1911,1981,25,113,190,0,0,1,0,0,90.37,78.89
7888,4871,1921,3585,5749,4523,1149,6/20/1907,12/21/1900,5210,2,84,260,0,0,1,0,0,61.89,61.78
7898,2731,3671,439,2323,1798,5443,7/13/1904,6/28/1907,2180,46,80,270,0,0,1,0,0,68.81,63.95
7913,2536,2266,3319,230,781,4370,8/25/1904,7/9/1913,6846,23,9,179,0,0,1,0,0,82.5,72.56
7939,3235,4528,6514,1993,3829,322,2/29/1900,11/11/1906,4847,37,37,157,0,0,1,0,0,91.89,86.86
7952,1626,3393,2983,2434,5858,3088,6/18/1905,2/6/1908,4762,35,119,287,0,0,1,0,0,70.73,66.37
7957,4624,5946,2425,4408,4871,880,5/23/1914,2/11/1906,1475,12,38,123,0,0,1,0,0,94.96,88.55
8004,642,4479,5761,1491,880,2220,8/1/1915,1/6/1908,6645,8,57,148,0,0,1,0,0,72.41,80.14
8021,1803,5703,7000,3589,2181,613,12/27/1913,5/30/1909,2190,53,95,276,0,0,1,0,0,70.48,82.48
8030,3675,4676,5068,4387,3850,2009,7/31/1912,9/8/1913,1272,11,63,124,0,0,1,0,0,67.3,74.48
8050,3505,2034,6355,1694,2313,2203,12/5/1914,10/7/1913,2851,7,113,239,0,0,1,0,0,78.2,85.54
8089,1930,5211,4807,5853,3404,237,10/24/1910,12/16/1901,2515,39,82,215,0,0,1,0,0,69.93,68.1
8114,2233,351,6096,2661,2533,4468,2/23/1910,8/12/1912,3432,9,40,133,0,0,1,0,0,70.7,87.32
8123,2419,4128,1488,485,2582,2772,12/17/1902,8/17/1913,2458,55,114,176,0,0,1,0,0,67.09,67.77
8136,4556,5404,4147,5853,4656,1023,7/21/1906,9/22/1904,6306,47,43,109,0,0,1,0,0,87.74,79.87
8155,3353,4472,509,1061,5696,231,3/10/1916,7/26/1915,5417,11,81,152,0,0,1,0,0,62.98,93.07
8156,925,568,7280,3021,5622,2172,2/18/1913,9/22/1902,3263,38,95,193,0,0,1,0,0,84.08,69.84
8169,1669,4890,1382,3296,2320,4841,8/3/1911,7/1/1909,3825,11,20,189,0,0,1,0,0,92.87,88.46
8176,2349,1851,2119,4451,1944,2940,1/23/1909,5/18/1903,412,30,6,104,0,0,1,0,0,71.09,94.35
8206,3774,5880,57,2601,2611,1325,3/11/1913,5/12/1910,4314,44,69,220,0,0,1,0,0,77.51,89.85
8217,338,2076,3620,306,51,2688,3/4/1912,2/2/1903,6602,30,109,256,0,0,1,0,0,93.92,94.05
8236,3920,3703,40,4763,5576,3765,9/20/1901,8/29/1914,5188,34,91,189,0,0,1,0,0,61.87,71.24
8238,4783,5488,5276,623,4571,116,1/27/1909,3/28/1908,1515,45,70,184,0,0,1,0,0,79.48,74.83
8293,4345,4951,6483,2564,1049,754,8/3/1912,6/7/1909,6464,30,60,172,0,0,1,0,0,64.11,81.88
8309,1904,4871,5015,2620,5963,4991,7/26/1906,1/22/1901,5471,10,69,196,0,0,1,0,0,67.45,61.49
8320,667,5821,4770,1045,3038,90,1/7/1911,10/6/1905,10,54,105,278,0,0,1,0,0,75.52,60.98
8328,1802,3421,3372,1584,5098,465,1/6/1909,1/6/1907,5995,49,40,105,0,0,1,0,0,82.97,73.49
8336,4673,4505,8460,5837,3646,2646,5/16/1915,5/29/1911,2173,1,100,170,0,0,1,0,0,68.52,79.68
8377,3721,2768,2017,5814,1979,2732,1/29/1902,2/16/1910,6232,6,103,186,0,0,1,0,0,61.62,70.62
8388,1787,5404,2966,1910,1418,2076,12/20/1912,1/30/1915,6706,13,39,163,0,0,1,0,0,80.89,86.82
8397,3272,4287,6630,3903,2684,2989,3/15/1914,5/11/1909,3012,34,39,137,0,0,1,0,0,74.82,93.93
8403,50,2694,3436,1577,786,1060,8/27/1912,7/7/1900,3204,47,54,136,0,0,1,0,0,77.3,62.88
8428,3614,1887,4880,2604,1979,551,6/28/1909,3/6/1904,1229,14,35,112,0,0,1,0,0,94.32,75.41
8466,2194,1220,4513,5598,4163,3475,6/22/1915,10/28/1909,4646,34,114,306,0,0,1,0,0,74.51,93.8
8485,3239,5366,2114,4693,1213,5033,5/17/1901,4/13/1903,829,3,57,129,0,0,1,0,0,70.74,89.61
8504,544,2186,4117,5229,1704,3448,3/25/1905,5/18/1903,3274,22,98,229,0,0,1,0,0,67,63.79
8527,105,5970,1629,5641,1847,226,10/30/1914,4/25/1911,234,4,16,138,0,0,1,0,0,65.96,83.06
8535,3273,79,2765,3309,1350,5747,7/23/1905,9/2/1911,5597,11,65,151,0,0,1,0,0,72.37,73.39
8546,4048,2775,4001,5655,3526,4309,8/17/1908,10/7/1904,6526,55,95,258,0,0,1,0,0,63.15,94.16
8561,1797,487,3792,2834,3744,5239,12/6/1909,5/23/1910,1462,25,49,140,0,0,1,0,0,89.81,76.03
8592,1915,5182,8975,4491,5022,2725,7/30/1909,3/2/1905,5554,16,34,223,0,0,1,0,0,93.37,87.25
8619,608,5790,1375,4083,2991,5598,4/25/1916,5/28/1906,5440,48,6,119,0,0,1,0,0,93.68,79.25
8625,4259,805,1256,5024,2542,947,11/1/1914,4/23/1900,4840,20,118,244,0,0,1,0,0,61.91,75.77
8684,324,3649,5006,5620,4092,3241,2/14/1909,3/9/1912,633,38,60,240,0,0,1,0,0,63.76,88.2
8731,2181,1755,3240,5182,2443,4498,7/15/1913,11/28/1905,4741,7,88,247,0,0,1,0,0,80.8,65.04
8751,4678,1018,6882,5820,507,5938,12/28/1900,2/2/1914,5527,30,47,154,0,0,1,0,0,86.4,86.87
8760,4024,3046,2006,2642,2951,3318,11/30/1905,7/16/1907,1701,11,72,226,0,0,1,0,0,67.07,92.59
8770,3233,5552,3431,1153,1452,2249,8/31/1908,11/11/1902,3861,39,29,171,0,0,1,0,0,70.59,69.23
8772,1710,4296,4423,640,4310,3036,12/8/1904,11/10/1901,1932,58,17,139,0,0,1,0,0,77.7,86.55
8776,3809,3862,5629,1348,5137,5588,3/23/1901,2/12/1902,3532,36,118,217,0,0,1,0,0,68.48,79.59
8787,37,3585,6711,2639,1290,5996,6/2/1915,9/28/1902,5902,32,17,158,0,0,1,0,0,65.56,62.72
8792,4068,5242,8025,2403,5636,3813,7/18/1911,3/17/1908,1862,18,41,143,0,0,1,0,0,83.16,87.98
8794,1724,1528,4040,482,486,3433,6/16/1912,9/20/1901,6554,9,64,154,0,0,1,0,0,76.09,83.81
8800,34,5267,3539,893,642,2921,1/15/1913,8/30/1914,2712,40,99,206,0,0,1,0,0,69.11,90.52
8804,4391,3074,6925,5586,635,2562,9/22/1905,11/25/1904,4216,49,56,146,0,0,1,0,0,64.03,60.1
8852,4595,387,8668,1286,2360,5276,3/27/1902,9/12/1909,4863,56,107,279,0,0,1,0,0,87.2,73.62
8860,4431,5257,2196,2817,2300,2011,3/24/1911,4/11/1901,3025,8,43,222,0,0,1,0,0,82.3,83.8
8862,2280,3755,3605,4915,462,5288,1/19/1905,11/8/1908,4207,25,14,136,0,0,1,0,0,70.58,62.78
8913,4078,3855,1037,4186,908,141,4/30/1915,7/23/1915,1311,7,64,140,0,0,1,0,0,88.88,89.43
8924,125,4535,5416,1850,526,3636,7/14/1915,6/24/1908,659,53,44,154,0,0,1,0,0,94.39,76.73
8937,4509,3443,6843,5416,1587,5041,11/25/1912,6/8/1911,1248,35,17,140,0,0,1,0,0,89.22,79.23
8946,803,704,7228,4706,4364,5292,2/3/1907,5/3/1907,6458,48,101,261,0,0,1,0,0,73.37,69.18
8965,940,1132,4459,3796,863,3931,7/6/1907,7/19/1907,3718,44,11,140,0,0,1,0,0,82.58,76.29
9000,4385,1509,8897,732,5888,1961,1/19/1910,8/12/1913,144,39,87,264,0,0,1,0,0,78.98,75.41
9020,1226,146,5269,359,3438,3690,7/29/1903,10/22/1913,1438,46,84,189,0,0,1,0,0,94.19,80.37
9035,3640,1934,5448,2879,5039,3071,7/27/1902,8/3/1914,5201,21,115,207,0,0,1,0,0,85.73,66.12
9066,4453,2243,4526,3709,1582,3126,9/15/1900,11/24/1912,816,16,105,252,0,0,1,0,0,91.74,90.66
9070,2487,5604,2856,1537,1555,3634,11/7/1907,7/27/1906,2992,43,89,202,0,0,1,0,0,65.45,80.46
9077,4834,320,4398,2603,4671,1641,9/15/1905,10/23/1914,5101,46,102,236,0,0,1,0,0,81.34,83.63
9108,1163,4111,4577,3094,5081,5570,6/21/1902,4/29/1909,6446,3,106,170,0,0,1,0,0,83.4,82.46
9122,2006,3171,4937,3244,1214,1440,3/9/1910,5/15/1911,106,38,90,273,0,0,1,0,0,84.23,62.59
9130,608,4484,3742,1869,3432,1597,3/2/1913,1/17/1907,2741,29,64,231,0,0,1,0,0,68.58,91.87
9157,2880,5428,8979,2187,165,2898,10/14/1905,7/21/1903,2370,22,13,181,0,0,1,0,0,88.94,88.26
9165,3760,2633,1099,3608,3639,1953,9/11/1914,3/2/1907,1631,41,53,113,0,0,1,0,0,81.52,86.46
9170,967,3482,156,442,3158,1976,8/21/1908,5/14/1910,4986,51,104,230,0,0,1,0,0,94.27,86
9174,4361,839,5936,5249,2509,5080,5/8/1911,12/4/1914,6187,32,36,190,0,0,1,0,0,93.95,61.1
9175,289,1856,3405,2047,2531,1531,3/31/1915,10/2/1907,1213,24,46,180,0,0,1,0,0,73.54,71.32
9190,1253,2797,8413,1989,4824,1455,12/24/1913,9/4/1914,904,34,39,130,0,0,1,0,0,71.7,70.46
9198,1124,5082,13,300,4371,3369,9/13/1907,12/28/1904,5068,15,81,186,0,0,1,0,0,62.56,65.53
9214,1145,4598,5007,4886,2896,4140,10/13/1903,10/22/1909,4946,54,25,216,0,0,1,0,0,89.97,60.55
9235,4736,262,3920,5897,5926,5003,2/19/1913,8/24/1904,2796,18,19,109,0,0,1,0,0,79.79,69.11
