Ticket_ID,Date_Key,Agent_ID,Customer_ID,Channel_ID,Department_ID,Issue_Type_ID,Status_ID,Shift_ID,Satisfaction_ID,First_Response_Time,Handle_Time,Resolution_Time,First_Call_Resolution,Escalation_Flag,Transfer_Count,Reopen_Count,SLA_Breached,Agent_Utilization,Occupancy_Rate,IssueID
8699,953,A-25,2711,4800,3727,323,390,942,3134,2,63,150,0,0,0,0,0,90.38,91.82,3
3514,955,A-3,7374,4313,5868,3269,3829,5167,6550,15,35,119,0,0,0,0,0,84.11,94.66,6
1205,956,A-4,7699,1881,5788,3900,5079,5902,2836,12,106,203,0,0,0,0,0,73.62,64.59,34
5030,962,A-11,5055,1657,1861,4975,5027,545,295,8,44,128,0,0,0,0,0,88.18,73.15,10
5293,981,A-15,7313,3878,234,3458,5024,950,161,58,100,166,0,0,0,0,0,68.38,78.83,36
2146,990,A-15,7184,1624,787,4458,746,2287,1759,43,10,152,0,0,0,0,0,60.67,62.69,9
4682,1013,A-26,8102,2483,4347,5648,3867,5529,4364,45,80,214,0,0,0,0,0,65.49,84.5,50
6373,1076,A-10,3448,1936,5161,2338,306,1012,6708,42,72,161,0,0,0,0,0,89.47,80.4,19
1308,1077,A-25,3140,588,1946,5675,3573,2477,3277,54,67,131,0,0,0,0,0,85.1,92.98,9
812,1078,A-40,3022,5233,2792,1245,1545,4055,1945,58,42,159,0,0,0,0,0,68.47,94.59,30
3268,1087,A-13,6460,1045,3675,4642,3174,2009,1293,42,24,109,0,0,0,0,0,64.72,67.05,49
8435,1108,A-36,8418,4157,5725,1768,5372,3365,2509,55,78,155,0,0,0,0,0,93.26,69.08,45
2012,1110,A-16,7120,1798,3255,4995,2279,122,1457,4,98,209,0,0,0,0,0,82.07,81.91,46
9487,1121,A-10,5477,685,5991,4433,4196,4655,3297,18,38,194,0,0,0,0,0,89.39,72.56,10
3536,1133,A-46,5979,520,3295,1314,331,4410,3692,17,91,246,0,0,0,0,0,78.5,91.26,34
1146,1135,A-11,4667,1158,5737,238,3904,4819,1780,22,115,188,0,0,0,0,0,64.3,70.62,26
8360,1135,A-13,7913,2520,3452,797,4670,4345,1896,29,91,267,0,0,0,0,0,80.21,75.32,38
5910,1137,A-25,1819,3393,2339,3792,4421,4999,4338,23,42,125,0,0,0,0,0,61.69,86.31,28
7384,1137,A-11,8455,3849,4979,1206,5564,5767,900,55,8,131,0,0,0,0,0,61.17,76.64,38
9014,1143,A-26,855,3983,2848,3483,2191,395,5139,16,109,259,0,0,0,0,0,71.15,63.01,42
9354,1146,A-10,8495,3015,5123,455,5998,3514,3755,38,9,179,0,0,0,0,0,86.86,65.36,36
4201,1157,A-31,3327,4078,4735,3199,317,5401,4263,10,10,170,0,0,0,0,0,83.3,83.43,51
9763,1159,A-10,4384,4350,4829,864,522,2552,4724,10,111,212,0,0,0,0,0,70.64,71.64,47
3914,1173,A-25,1144,720,980,3816,2141,421,4132,53,119,304,0,0,0,0,0,81.53,90.79,25
1193,1181,A-27,8989,4544,2083,3228,2769,933,3678,26,86,167,0,0,0,0,0,65.24,73.82,17
4409,1202,A-25,777,2941,3821,508,302,511,2767,4,20,174,0,0,0,0,0,80.68,64.95,51
3167,1220,A-15,5834,5518,5587,1508,682,4632,3526,17,81,243,0,0,0,0,0,88.94,70.5,36
7948,1239,A-25,3811,683,913,5175,20,847,2335,27,35,199,0,0,0,0,0,70.9,63.07,1
7137,1243,A-9,1049,2101,5761,3486,4822,273,3471,42,13,211,0,0,0,0,0,80.26,62.02,11
3846,1248,A-44,7087,4149,5245,1782,2616,3577,3673,42,70,168,0,0,0,0,0,72.6,63.47,32
400,1250,A-25,4634,1107,1338,4987,4370,3578,3313,38,44,159,0,0,0,0,0,82.72,82.79,48
5023,1256,A-42,8401,3206,3714,4223,4724,5042,2023,17,102,259,0,0,0,0,0,82.91,81.56,29
6916,1258,A-6,3238,3496,1722,3374,3932,1694,168,11,34,230,0,0,0,0,0,74.96,90.14,19
3923,1260,A-37,8083,3038,1234,5846,3127,3781,1972,24,117,283,0,0,0,0,0,85.83,89.06,20
4325,1283,A-9,1788,3278,4888,2106,1618,756,2093,51,110,197,0,0,0,0,0,90.72,77.54,40
5730,1285,A-4,1363,5770,4271,603,215,2915,3808,30,93,255,0,0,0,0,0,64.45,77.77,8
7951,1287,A-25,474,3516,1638,3039,558,2647,5881,13,25,144,0,0,0,0,0,82.46,92.54,44
967,1301,A-25,8098,3041,1798,4907,493,1086,793,28,38,181,0,0,0,0,0,69.98,84.33,45
2265,1304,A-38,6005,2175,5012,3232,4704,5589,2696,50,80,191,0,0,0,0,0,86.65,89.18,34
5382,1312,A-32,4370,4464,254,1665,4816,498,4414,10,51,225,0,0,0,0,0,87.23,64.2,19
7644,1322,A-38,3150,2760,4511,2364,4389,1021,3476,32,105,245,0,0,0,0,0,62.35,64.57,22
4009,1326,A-25,4586,2373,4328,4152,2585,1288,945,34,92,291,0,0,0,0,0,80.22,69.64,27
1172,1327,A-25,164,3482,5393,1411,1848,5705,1136,32,84,271,0,0,0,0,0,60.22,60.19,23
4029,1331,A-35,2269,3723,5358,2611,3990,4081,323,19,108,217,0,0,0,0,0,87.37,86.49,49
8883,1368,A-49,6616,2299,5724,5337,5056,2561,1742,8,38,177,0,0,0,0,0,67.98,67.56,33
3924,1440,A-34,3277,4863,3240,470,678,4094,2870,4,54,175,0,0,0,0,0,62.14,72.78,5
7584,1459,A-50,5555,1826,2771,1942,3048,4416,4381,37,81,264,0,0,0,0,0,76.46,60.16,49
8800,34,A-42,3539,893,642,2921,4764,5356,2712,40,99,206,0,0,1,0,0,69.11,90.52,3
8787,37,A-31,6711,2639,1290,5996,5632,1002,5902,32,17,158,0,0,1,0,0,65.56,62.72,41
2713,41,A-41,2541,3855,3792,965,1617,4479,4906,53,29,189,0,0,1,0,0,69.29,86.62,27
8403,50,A-45,3436,1577,786,1060,4623,189,3204,47,54,136,0,0,1,0,0,77.3,62.88,14
2836,54,A-38,8968,4710,2059,4732,2062,3478,4525,44,9,103,0,0,1,0,0,77.67,83.92,50
4114,64,A-1,6681,4963,2914,988,1243,340,3194,35,20,185,0,0,1,0,0,76.75,81.79,45
4563,73,A-23,1946,5031,2936,2521,312,3868,1489,58,97,240,0,0,1,0,0,92.42,88.42,2
7764,104,A-12,2769,2146,682,694,2876,2939,5818,44,40,173,0,0,1,0,0,61.86,60.4,8
8527,105,A-1,1629,5641,1847,226,5417,4133,234,4,16,138,0,0,1,0,0,65.96,83.06,44
8924,125,A-41,5416,1850,526,3636,5674,3098,659,53,44,154,0,0,1,0,0,94.39,76.73,41
1190,141,A-43,6103,2025,4360,3917,3982,5182,6124,59,20,145,0,0,1,0,0,68.32,61.66,38
1324,150,A-27,5716,5918,5028,5762,3013,5570,5613,45,51,127,0,0,1,0,0,77.46,72.73,39
6528,171,A-5,7963,5931,1261,3058,17,1608,4658,20,44,125,0,0,1,0,0,61.65,87.02,25
9637,200,A-28,2266,1915,1765,2728,3682,1778,2442,4,15,104,0,0,1,0,0,67.56,85.54,17
7189,217,A-37,6560,948,849,4297,4622,5087,4907,41,87,212,0,0,1,0,0,71.46,63.44,7
5231,233,A-9,3049,4860,1862,1371,3930,5867,6937,50,75,142,0,0,1,0,0,66.16,61.17,39
5806,254,A-14,7387,2651,2777,3086,5404,1908,6750,58,85,241,0,0,1,0,0,74.28,65.39,33
4440,257,A-27,6706,5991,4162,1349,90,5958,5849,9,29,207,0,0,1,0,0,69.68,73.5,27
7634,262,A-23,1645,694,3848,4654,5011,1039,983,38,79,159,0,0,1,0,0,69.93,88.29,27
2042,280,A-21,2375,5527,3156,1662,1180,3726,3540,2,41,187,0,0,1,0,0,79.33,75.42,29
9175,289,A-37,3405,2047,2531,1531,5569,2832,1213,24,46,180,0,0,1,0,0,73.54,71.32,48
6230,316,A-20,221,5647,1034,3711,4176,5862,5125,8,97,212,0,0,1,0,0,73.08,74.82,18
8684,324,A-29,5006,5620,4092,3241,3333,4452,633,38,60,240,0,0,1,0,0,63.76,88.2,44
1666,334,A-49,4829,738,1304,4827,3676,5542,1742,11,52,153,0,0,1,0,0,88.92,61.13,49
8217,338,A-23,3620,306,51,2688,4447,1129,6602,30,109,256,0,0,1,0,0,93.92,94.05,31
1494,338,A-19,8894,4318,1686,5873,5752,249,6040,45,101,235,0,0,1,0,0,68.68,88.71,17
4059,354,A-18,1640,1860,4068,3356,1242,2755,47,5,35,179,0,0,1,0,0,70.67,90.93,29
335,389,A-12,6333,2452,4060,3126,4089,4359,544,6,65,183,0,0,1,0,0,67.46,83.64,3
4705,398,A-41,7730,5627,2563,215,2814,5453,3953,16,85,154,0,0,1,0,0,70.4,78.28,11
3817,418,A-42,8533,5375,5339,4211,1622,4629,2697,17,30,137,0,0,1,0,0,80.44,91.19,23
1656,419,A-5,1168,2729,3698,2583,5295,3294,5188,39,69,235,0,0,1,0,0,69.3,84,13
905,456,A-37,3606,2852,4247,75,2598,3409,408,32,92,203,0,0,1,0,0,93.34,83.32,22
5500,464,A-37,3708,883,3715,245,4957,1457,820,47,87,187,0,0,1,0,0,77.76,83.53,7
1978,474,A-22,5057,1790,3762,5197,4438,4600,1616,27,99,248,0,0,1,0,0,86.88,90.06,45
1926,482,A-37,7857,4067,3486,5890,5294,4227,5121,29,65,257,0,0,1,0,0,93.44,81.07,47
3208,488,A-8,1181,3307,4928,4734,4664,4045,3841,27,105,249,0,0,1,0,0,63.72,93.78,18
2096,517,A-14,7707,3804,3947,5315,5249,2910,2705,6,25,199,0,0,1,0,0,92.31,62.51,44
8504,544,A-10,4117,5229,1704,3448,1911,1234,3274,22,98,229,0,0,1,0,0,67,63.79,33
6340,549,A-10,3448,402,784,2315,2969,3794,2112,42,57,152,0,0,1,0,0,71.46,85.57,23
7291,561,A-15,6102,889,67,1075,2397,4526,4541,59,15,87,0,0,1,0,0,73.49,72.19,15
6696,564,A-24,8155,3627,158,34,5537,453,949,42,70,156,0,0,1,0,0,93.94,87.71,5
69,588,A-12,7000,4820,5756,4070,4284,3631,2437,33,72,192,0,0,1,0,0,70.88,72.53,26
8619,608,A-26,1375,4083,2991,5598,5960,2340,5440,48,6,119,0,0,1,0,0,93.68,79.25,20
9130,608,A-9,3742,1869,3432,1597,4810,2574,2741,29,64,231,0,0,1,0,0,68.58,91.87,22
8004,642,A-41,5761,1491,880,2220,5692,2928,6645,8,57,148,0,0,1,0,0,72.41,80.14,20
4518,645,A-50,1399,4852,406,2459,3144,5949,3513,46,97,196,0,0,1,0,0,92,65.83,27
4573,647,A-21,3901,5934,5536,4742,1935,165,2759,3,17,101,0,0,1,0,0,87.72,67.79,2
6159,653,A-49,3990,3407,108,5641,2388,1115,5046,59,114,240,0,0,1,0,0,67.54,78.44,43
4818,656,A-5,6358,2069,509,4055,1073,444,6332,34,63,187,0,0,1,0,0,68.66,90.28,44
8320,667,A-37,4770,1045,3038,90,4025,2106,10,54,105,278,0,0,1,0,0,75.52,60.98,18
9779,677,A-12,4077,5272,753,3620,3718,3452,2825,17,25,137,0,0,1,0,0,83.49,73.95,8
3307,686,A-5,883,4983,4373,5536,1769,2676,2654,52,100,256,0,0,1,0,0,71.21,87.61,28
163,688,A-30,1960,5376,296,5421,2834,3299,5830,19,30,135,0,0,1,0,0,69.48,81.6,9
715,702,A-46,223,368,4860,1240,5829,2957,3916,51,9,90,0,0,1,0,0,85,70.29,38
3330,708,A-4,7557,3112,5791,3217,4939,3156,2724,35,105,203,0,0,1,0,0,85.2,83.7,41
6902,716,A-13,972,350,523,2998,5549,354,5306,34,21,152,0,0,1,0,0,83.11,63.77,43
971,719,A-27,5087,3797,5279,1669,4675,2586,2396,38,52,209,0,0,1,0,0,89.38,77.24,16
9859,719,A-50,4587,4964,2715,4635,3859,341,2808,13,44,202,0,0,1,0,0,84.85,77.82,50
7789,745,A-42,1954,3795,108,4812,5641,1232,5517,57,104,178,0,0,1,0,0,90.02,64.78,29
3348,749,A-19,2870,52,4138,2026,2922,3198,1998,13,28,204,0,0,1,0,0,64.17,93.02,24
3431,756,A-4,5730,349,2849,5437,5580,5405,5698,54,96,260,0,0,1,0,0,83.95,65.56,37
1229,756,A-39,6515,4025,3441,4453,2340,1359,1331,50,69,239,0,0,1,0,0,76.86,64.79,32
7590,764,A-5,6650,4374,984,735,4968,1113,2870,59,20,145,0,0,1,0,0,85.93,90.1,44
1173,767,A-27,3300,4108,1495,2097,2570,3812,638,44,32,105,0,0,1,0,0,65.27,70.41,20
9623,793,A-46,6106,2967,3064,5216,1071,1592,5077,9,98,187,0,0,1,0,0,87.51,72.97,41
6787,801,A-14,20,328,3478,3711,2510,2100,2394,28,55,140,0,0,1,0,0,72.45,84.96,18
8946,803,A-10,7228,4706,4364,5292,2591,2680,6458,48,101,261,0,0,1,0,0,73.37,69.18,6
215,825,A-16,4828,1618,4299,1812,4127,4410,131,7,21,144,0,0,1,0,0,60.67,82.83,46
1528,828,A-48,4109,5394,4150,5394,2730,1574,5244,43,45,224,0,0,1,0,0,84.97,85.61,24
1783,832,A-25,7243,5039,5349,3051,2912,4077,2069,31,11,139,0,0,1,0,0,84.91,69.7,34
4822,839,A-19,2162,2077,3930,4257,1041,3254,4673,53,7,175,0,0,1,0,0,65.36,72.99,49
4058,849,A-11,3612,2757,5714,3512,1670,3425,3518,54,6,78,0,0,1,0,0,76.53,91.78,33
3607,865,A-46,5456,2822,5827,5147,3181,2018,5021,41,6,114,0,0,1,0,0,77.57,75.4,4
4266,880,A-48,5075,982,3250,4108,808,5485,5706,10,81,229,0,0,1,0,0,94.8,90.37,18
6060,890,A-13,774,733,1759,3610,5819,450,5014,9,50,223,0,0,1,0,0,83.55,73.76,6
1249,899,A-19,3113,38,4594,4542,4533,2058,445,58,118,233,0,0,1,0,0,84.83,82.6,18
1199,909,A-25,2480,3850,2801,1059,5167,2552,34,26,103,293,0,0,1,0,0,72.75,84.92,11
5652,910,A-25,6594,2617,2100,2427,4591,5339,2783,36,32,188,0,0,1,0,0,88,70.89,19
8156,925,A-2,7280,3021,5622,2172,4798,996,3263,38,95,193,0,0,1,0,0,84.08,69.84,27
2725,939,A-40,8040,2582,4163,4113,2511,1851,2954,41,80,227,0,0,1,0,0,77.95,93.48,24
8965,940,A-46,4459,3796,863,3931,2744,2757,3718,44,11,140,0,0,1,0,0,82.58,76.29,49
6061,940,A-49,5807,89,4470,3193,4263,1973,5519,27,52,167,0,0,1,0,0,79.38,94.18,20
6578,941,A-7,2255,3542,268,2976,3528,2911,6969,24,82,280,0,0,1,0,0,81.8,81.38,17
9170,967,A-26,156,442,3158,1976,3156,3787,4986,51,104,230,0,0,1,0,0,94.27,86,37
4508,976,A-5,1004,819,2915,3572,5109,3319,1014,19,108,255,0,0,1,0,0,94.71,72.69,50
6971,1000,A-10,3527,3689,1572,2319,4382,3117,1325,12,74,267,0,0,1,0,0,67.65,75.22,34
854,1008,A-46,4476,1521,5369,989,3068,3804,6104,29,73,223,0,0,1,0,0,88.61,71.48,18
7344,1053,A-14,574,4421,4164,2098,5595,1815,813,34,76,206,0,0,1,0,0,69.54,60.15,6
3969,1055,A-42,6420,4954,2210,4846,2631,2274,5770,20,84,194,0,0,1,0,0,76.57,74.39,4
4765,1061,A-50,1240,244,3206,4821,1107,4274,4218,38,32,220,0,0,1,0,0,74.24,76.44,6
3388,1093,A-15,781,1549,3285,3877,5093,4044,4250,43,37,218,0,0,1,0,0,60.72,72.5,46
5779,1109,A-8,8487,5915,2157,4932,1614,2549,5327,45,53,206,0,0,1,0,0,86.74,86.69,37
1695,1115,A-12,8439,727,332,4973,5397,347,6446,5,41,141,0,0,1,0,0,82.58,77.34,31
4770,1120,A-34,5399,4335,5172,1471,986,2057,5265,11,37,227,0,0,1,0,0,74.5,70.37,26
9692,1123,A-19,8623,4173,2446,5706,4673,3765,1808,46,113,267,0,0,1,0,0,94.91,92.02,9
9198,1124,A-36,13,300,4371,3369,2813,1824,5068,15,81,186,0,0,1,0,0,62.56,65.53,50
6041,1130,A-13,5291,2308,2190,4947,2255,246,3087,14,73,179,0,0,1,0,0,76.48,90.97,18
9214,1145,A-32,5007,4886,2896,4140,1382,3583,4946,54,25,216,0,0,1,0,0,89.97,60.55,12
7404,1147,A-4,8303,149,451,4638,2019,4780,6451,12,85,151,0,0,1,0,0,63.39,94.09,11
9108,1163,A-38,4577,3094,5081,5570,903,3407,6446,3,106,170,0,0,1,0,0,83.4,82.46,18
6690,1168,A-12,7531,2403,5395,2776,2380,1275,3349,27,105,292,0,0,1,0,0,79.75,63.98,45
6914,1181,A-4,1878,2893,2712,3544,5360,5550,4757,8,111,246,0,0,1,0,0,84.89,62.64,51
7531,1186,A-13,5334,646,2453,3869,975,453,2090,31,24,198,0,0,1,0,0,64.57,89.73,37
9877,1199,A-11,4972,5486,2248,1694,4564,1788,997,28,9,175,0,0,1,0,0,91.73,70.4,43
7802,1206,A-11,5669,1883,1815,3347,5216,2535,6736,17,14,128,0,0,1,0,0,79.4,77.92,24
9020,1226,A-11,5269,359,3438,3690,1306,5044,1438,46,84,189,0,0,1,0,0,94.19,80.37,21
4041,1227,A-38,1419,3710,2473,2721,4357,154,3383,12,10,189,0,0,1,0,0,72.5,66.89,17
4814,1246,A-50,8779,4277,1943,1972,3463,1518,2989,17,64,149,0,0,1,0,0,64.11,89.19,11
9190,1253,A-6,8413,1989,4824,1455,5107,5361,904,34,39,130,0,0,1,0,0,71.7,70.46,26
1438,1257,A-40,7155,732,2277,3446,1478,3748,3911,55,22,155,0,0,1,0,0,89.39,69.42,43
5854,1266,A-36,4342,4194,307,4454,1286,969,4275,47,104,303,0,0,1,0,0,63.63,92.83,6
9543,1279,A-12,755,4932,3020,3763,1492,45,529,17,21,127,0,0,1,0,0,77.06,74.54,16
138,1280,A-12,8192,2085,793,4886,3712,120,5286,47,107,193,0,0,1,0,0,83.21,88.67,6
1775,1313,A-37,1325,4808,4062,4813,5632,2142,6919,23,112,242,0,0,1,0,0,65.67,92.9,22
14,1338,A-19,2505,1891,2502,4700,714,3128,6894,12,47,159,0,0,1,0,0,74.2,74.59,14
1746,1342,A-7,7190,1231,3217,2913,2172,340,6148,7,79,218,0,0,1,0,0,92.14,70.67,22
1590,1350,A-11,6200,4711,1022,3640,3360,2297,592,42,14,133,0,0,1,0,0,81.45,75.69,23
9499,1370,A-3,572,946,5980,5462,1637,5593,4114,29,83,249,0,0,1,0,0,84.99,78.41,15
7883,1374,A-11,3988,5230,3722,2648,558,4156,1981,25,113,190,0,0,1,0,0,90.37,78.89,12
286,1414,A-3,1874,4659,422,2754,2051,140,3575,43,94,279,0,0,1,0,0,76.81,81.47,20
7801,1415,A-26,7294,3343,5468,4083,4353,4569,419,20,111,309,0,0,1,0,0,92.9,69.63,7
1527,1415,A-5,279,3826,2833,3428,4607,2843,12,2,36,204,0,0,1,0,0,82.1,85.18,28
4004,1426,A-12,8292,4825,808,2484,1242,2233,1049,47,64,194,0,0,1,0,0,63.03,61.99,29
5241,1439,A-11,4290,1637,646,831,5859,2237,1424,42,109,300,0,0,1,0,0,73.91,87.93,7
6004,1444,A-32,1078,140,1620,136,1529,3248,6859,34,98,291,0,0,1,0,0,91.74,94.21,5
9707,1455,A-29,1676,3967,1139,31,5677,2028,805,20,105,202,0,0,1,0,0,69.66,94.57,16
2841,10,A-17,2433,3670,2226,5174,1755,1196,3750,16,95,229,0,0,1,1,0,77.05,94.35,39
4521,10,A-41,7612,728,5746,1215,4802,5128,5784,14,19,149,0,0,1,1,0,93.01,60.67,50
4961,42,A-18,4724,4530,4956,3462,3937,2076,429,41,94,281,0,0,1,1,0,94.39,63.97,12
9101,51,A-6,4106,1074,4535,1456,366,1440,3440,14,106,250,0,0,1,1,0,77.5,65.97,24
9380,68,A-43,8296,32,5094,5431,3358,3028,3584,36,108,223,0,0,1,1,0,69.58,73.03,14
3829,79,A-10,6455,1917,4320,4607,1106,96,2094,17,88,158,0,0,1,1,0,75.74,83.26,13
5079,96,A-39,7665,5531,2917,4388,473,2623,1286,55,33,96,0,0,1,1,0,79.5,79.33,17
1777,115,A-29,7442,1510,3180,3330,1431,3015,415,34,115,243,0,0,1,1,0,65.18,74.38,9
6043,127,A-27,4112,5678,2685,3953,147,4491,5881,29,39,140,0,0,1,1,0,70.09,75.95,13
3015,140,A-29,6155,5662,888,685,1779,2512,5719,23,16,154,0,0,1,1,0,88.27,79.42,22
8449,144,A-12,5546,2227,2961,5832,637,5057,5017,28,111,246,0,0,1,1,0,63.17,93.21,4
9219,155,A-42,7608,630,5558,2019,333,808,4785,57,24,114,0,0,1,1,0,88.27,67.59,15
7733,163,A-45,4017,5054,679,3161,5045,217,1973,9,42,200,0,0,1,1,0,94.76,82.94,24
2598,189,A-49,2132,107,1630,4510,505,1013,5687,5,41,163,0,0,1,1,0,60.65,90.31,43
3039,196,A-50,4837,5078,4999,1317,3375,1335,4933,54,73,171,0,0,1,1,0,84.97,79.1,44
5334,204,A-36,4851,1837,146,2072,84,1780,396,30,22,207,0,0,1,1,0,81.41,65.78,43
3556,215,A-13,1300,5927,3064,4215,3361,472,3912,2,19,107,0,0,1,1,0,94.95,84.64,39
8853,229,A-25,3908,5602,5449,2114,2103,2061,620,46,50,219,0,0,1,1,0,89.42,75.56,37
7843,231,A-13,2388,1801,1847,2458,4332,248,4659,58,86,189,0,0,1,1,0,93.52,81.73,51
3818,242,A-8,6639,4391,3887,3715,2665,2698,133,5,26,185,0,0,1,1,0,62.05,93.22,49
8352,286,A-48,8114,4149,598,899,3275,4918,3846,39,14,177,0,0,1,1,0,82.09,84.66,31
2914,286,A-28,229,1854,608,3992,2697,1195,2226,32,69,170,0,0,1,1,0,78.45,71.18,11
9826,295,A-28,5506,275,1974,844,3230,3366,1540,6,13,127,0,0,1,1,0,83.47,83.73,15
8056,296,A-27,2019,3452,4546,2192,4758,3654,3864,42,66,252,0,0,1,1,0,69.31,70.79,12
4713,305,A-26,4203,5119,5375,514,5559,1028,6710,35,94,293,0,0,1,1,0,74.07,70.3,43
9376,307,A-47,3324,3410,3519,1533,1703,3433,469,17,77,234,0,0,1,1,0,74.05,71.95,23
707,309,A-42,5753,2500,1696,323,1906,2684,486,34,58,221,0,0,1,1,0,75.38,74.27,48
7609,327,A-10,6743,3799,1517,2101,4559,4371,424,57,41,232,0,0,1,1,0,83.34,66.65,33
7921,330,A-8,5344,5124,5829,676,5983,5155,6851,8,66,171,0,0,1,1,0,73.25,92.88,46
7458,356,A-35,411,962,3,3249,1817,5627,919,27,61,242,0,0,1,1,0,62.98,90.17,42
1410,360,A-35,8336,3089,5899,2553,3283,4930,3347,41,103,222,0,0,1,1,0,93.07,84.54,5
6883,362,A-41,8930,3220,1935,2319,467,179,517,22,89,209,0,0,1,1,0,89.65,72.46,15
8722,371,A-17,1122,640,3981,770,3338,2786,5024,57,15,175,0,0,1,1,0,93.28,72.09,41
8761,381,A-21,4087,1796,1629,3222,4256,272,3097,5,78,217,0,0,1,1,0,62.07,66.21,14
23,387,A-5,754,5633,2000,5137,1942,5712,1703,14,45,149,0,0,1,1,0,75.09,93.4,46
1237,401,A-45,7037,5516,2024,1113,5637,1396,6339,13,31,138,0,0,1,1,0,92.15,81.27,29
9452,402,A-14,4027,3495,5594,5375,4973,4758,6128,18,96,218,0,0,1,1,0,66.7,65.37,24
6180,427,A-18,5181,4118,1757,3435,4296,2861,4872,48,104,178,0,0,1,1,0,67.05,85.81,49
6479,432,A-25,6808,1231,1385,1738,3213,2524,6186,26,14,123,0,0,1,1,0,75.89,88.75,1
3079,440,A-14,8652,192,2281,5019,5576,3216,404,50,58,140,0,0,1,1,0,92.84,87.96,38
4017,452,A-41,6697,5481,471,3259,2376,107,3480,55,62,203,0,0,1,1,0,64.17,86.14,50
4833,484,A-1,6523,4165,282,2123,3329,935,4403,59,81,184,0,0,1,1,0,79.09,89,50
2230,501,A-24,6224,2942,5279,2587,4694,3170,2338,42,78,230,0,0,1,1,0,66.94,84.53,44
9373,526,A-46,6468,5288,2296,3810,2635,5557,4291,54,33,164,0,0,1,1,0,67,91.19,41
1207,544,A-33,3365,268,723,1588,1255,5249,79,35,117,238,0,0,1,1,0,73.39,93.54,51
5635,544,A-44,7487,5726,3111,5925,2998,1466,4408,48,45,148,0,0,1,1,0,87.7,74.28,3
5930,551,A-3,2715,696,391,2891,2448,1662,829,46,11,123,0,0,1,1,0,81.78,71.82,1
3637,554,A-30,139,4800,2537,2322,5987,3664,4116,40,45,151,0,0,1,1,0,74.71,85.4,35
8954,554,A-8,8694,1428,225,3842,2682,1537,4641,38,116,257,0,0,1,1,0,67.83,86.63,37
8503,555,A-14,2168,2646,4021,2393,1270,761,3346,8,106,272,0,0,1,1,0,84.01,62.16,26
9611,572,A-12,1165,2148,3197,5544,3371,4357,3154,19,67,138,0,0,1,1,0,90.51,85.46,19
7313,575,A-28,4844,4752,91,3838,2541,4142,4083,8,82,263,0,0,1,1,0,60.23,71.27,32
8906,599,A-39,6347,4563,2944,2724,2231,1301,3526,39,53,187,0,0,1,1,0,78.44,60.73,9
7796,611,A-28,5256,5472,735,4658,239,1931,2109,13,85,265,0,0,1,1,0,67.64,71.66,31
4988,613,A-49,7812,3679,1529,4311,758,4424,2322,3,73,184,0,0,1,1,0,71.22,77.88,19
8008,617,A-15,1999,2048,3955,3227,3453,5984,568,5,32,223,0,0,1,1,0,65.49,76.58,28
2201,638,A-40,4023,4664,5237,4525,401,5102,5933,36,66,133,0,0,1,1,0,62.53,69.71,4
1806,652,A-44,7079,1133,4787,5164,4696,3951,1057,10,118,194,0,0,1,1,0,66.97,67.39,46
6393,714,A-2,1108,2214,1641,200,5042,5135,4128,55,118,181,0,0,1,1,0,62.97,75.11,47
8969,719,A-2,2549,4913,2646,4743,1723,2071,2999,2,10,86,0,0,1,1,0,84.45,82.47,10
5867,723,A-34,7356,325,5613,274,2546,2579,5377,41,82,270,0,0,1,1,0,69.31,89.93,6
7583,731,A-46,5190,5681,4028,2881,3792,434,4554,4,59,160,0,0,1,1,0,81.82,80.88,9
3698,769,A-9,2552,4306,1005,5771,2033,1488,4511,17,96,263,0,0,1,1,0,64.48,85.4,38
2760,788,A-23,435,4731,3055,717,4945,5936,6485,39,65,133,0,0,1,1,0,90.85,91.2,48
6894,789,A-46,21,592,885,5237,2345,5352,962,12,79,249,0,0,1,1,0,86.23,68.06,31
4127,832,A-6,2532,5063,4614,156,5508,1196,2532,20,91,185,0,0,1,1,0,76.7,84.33,23
6518,839,A-4,5078,5791,1219,22,3759,2513,5567,10,21,186,0,0,1,1,0,69.3,91.46,5
1895,874,A-23,4465,4283,2276,1121,3876,1735,3749,32,112,199,0,0,1,1,0,65.11,80.33,50
3473,896,A-46,8961,46,1860,5954,3946,5219,6453,38,65,145,0,0,1,1,0,84.05,70,27
9540,910,A-40,7202,655,4944,1970,4501,4670,967,30,59,223,0,0,1,1,0,87.83,80.29,23
5564,924,A-44,4994,4002,2704,2866,3963,3194,3324,18,9,199,0,0,1,1,0,83.3,82.1,17
3630,931,A-37,6748,4779,2617,1013,4943,5170,6723,13,91,223,0,0,1,1,0,79.78,61.85,36
8606,963,A-19,872,3213,5876,4808,205,3219,847,33,83,265,0,0,1,1,0,69.26,87.55,1
4363,970,A-12,550,5886,3426,1839,5176,2163,2797,6,34,119,0,0,1,1,0,79.16,60.79,9
1569,977,A-26,6078,2273,381,1756,5583,3262,238,28,110,274,0,0,1,1,0,91.3,82.11,17
9899,978,A-10,4183,245,1404,2192,4630,291,4137,54,82,199,0,0,1,1,0,83.66,84.3,33
2041,986,A-46,3759,3226,3096,4366,1356,5180,3576,13,11,136,0,0,1,1,0,93.94,64.08,32
7413,1012,A-27,3196,4134,5686,1413,708,1734,336,45,53,162,0,0,1,1,0,82.02,82.58,4
